,text,_input_hash,_task_hash,options,_session_id,_view_id,accept,answer,meta,len,RnD,BM,Practice,Ops,MnA,Product,Enabler,CX
30,"The new Unity Operating Environment boosts file-basedreplication, data mobility and security capabilities for file and block workloads. And our Unity portfolio nowincludes CloudIQ, a native cloud-based application that uses predictive analytics and machine learningto proactively provide a comprehensive health score for each array, which helps customers identify,understand and address potential issues in their storage environment. We also introduced the Integrated Data Protection Appliance, the DP4400, that brings enterprise-classbackup, deduplication, replication and recovery and built-in cloud readiness with disaster recovery andlong-term data retention to the cloud.",1011850551,1317195,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['Product'],accept,,1,0,0,0,0,0,1,0,0
31,Andyou've got the number about right. We kind of said kind of $2 billion a year that we need to be throughthe capital markets and the debt markets to hit this $1.1 billion of EBITDA in 2018 at the MLP. And sowe stand by that guidance,153520951,-1249638086,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
32,"all the wayup to the fourth Q, first of '17, first Q of '18. And what we hear on the ground is basically that there isstrategy change and sort of even management future self changes, which feature drastically up for usthe profitability pool of this industry and decided to change the attitude, I should say, in pricing as well. And we start seeing volume growing basically 5% year-on-year, 8%, 14%, 18% in the 4Q, which is aboveindustry growth.",-1147534427,-1516437509,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['BM'],accept,,1,0,1,0,0,0,0,0,0
33,"Importantly, I am convinced that our existing strategicpriorities are the right ones. And our multiyear transformation program will allow us to deliver sustainable,profitable growth. However, we have and will continue to reinforce and accelerate our actions to respond appropriately tothe tougher environment we find ourselves in.",519374889,-165939059,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['Enabler'],accept,,1,0,0,0,0,0,0,1,0
34,", andI think our thesis of what continues to drive their growth is holding. When we go out and talk to ourpartners and customers about what's driving cloud growth, what's going to drive the networking andstorage requirements out in time, we start to look at devices like autonomous cars and the IoT networkin general. All of those things are driving large requirements into those data centers in those growthsegments.",349459252,1536149226,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['Enabler'],accept,,1,0,0,0,0,0,0,1,0
35,"G&A. Last year, youcontrolled your G&A quite well. And in the Q4, there was quite a bit of ERP expense. But even in lightof the ERP, I think the G&A was quite significant in terms of the size.",147987626,1713391995,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['Ops'],accept,,1,0,0,0,1,0,0,0,0
36,"But just also given the significant savings companies in the U.S. are goingto be seeing due to lower tax bills , is there any early feedback from partners or customers about the ratethat this might be reinvested back into IT spending and digitization?Amy E. HoodExecutive VP & CFOThanks, Heather. In general, FY '19 we'll have a higher base than FY '18 just as you start to think throughthe impacts on bookings for the next year.",-44885462,-903400426,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
37,"We would now like to discuss Honda's consolidated results forecast for fiscal year 2019.Incorporating the most recent sales trends, combined total units for the Honda Group sales wereunchanged compared to the outlook announced previously. Projected unit sales are 20,850,000 units for Motorcycle business operations, 5,285,000 units forAutomobile business operations and 6,345,000 units for Power Product business operations. Theconsolidated unit sales forecast for each business segment is as shown here.",-131206207,808782389,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
38,"So as you said, the market is still under pressure with a lot of promotion. And this Q2 was maybeexceptional, because we have a level of discount both mobile and fixed very aggressive, with limiteddata plan, with generalization of the [indiscernible] secondary mobile line, with an aggressivity on thebroadband. So in this context, we think that the H2 will be in the same trend, very aggressive.",-95212990,645402625,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['CX'],reject,,1,0,0,0,0,0,0,0,1
39,"Just wanted to see how maybe management thinks about the dynamics going forward. Yong ZhangCEO & DirectorDick, I think, first, our mobile take rate will continue to grow, and I won't surprise that it will surpass PC.And second , I think this growth will be driven by both commission revenue, mobile commission revenue,because more and more GMV is generated from mobile.",-1458556110,-2135507316,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
40,"The performance of T-Systems this quarterwas negatively impacted by write-downs related to 2 large legacy contracts, which we had already flaggedto you in our call in Q3. The unit's EBITDA performance is also being impacted by all-IP transformationDEUTSCHE TELEKOM AG FY 2016 EARNINGS CALL |  MAR 02, 2017   8costs",1913007570,-1522876177,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
41,"We certainly have a lot of existing EBITDA left at PSX also in terms of that and so ourview. But as we think about the MLP, I think we've come to the conclusion that we want PSXP to be afee-based entity going forward with high growth rates. We think we create the most value by doing that.",1930526764,1354748925,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
42,"Let's continue to Slide 12. ABB Ability reinforces our leading position in the Fourth Industrial Revolutionand industrial digitalization. We have successfully introduced it at many customer events over the lastyear, and we continue to bring new orders on the strength of its solution-based approach to industrialdigitalization.",-550715141,-972280060,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['RnD'],accept,,1,1,0,0,0,0,0,0,0
43,"And lastly, we're leaning up the cost structure through SKU rationalization, a heavy focus onmanufacturing footprint optimization. And also, the regional consolidation will support that.",-288982559,-667806868,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['Ops'],accept,,1,0,0,0,1,0,0,0,0
44,"And overall, we expect a CapEx envelope of EUR 4 billion for 2017. Thisincludes the final year of peak CapEx as we previously guided to deliver on our mobile network coveragetarget for France. And with that, operator, we are happy to take questions.ALTICE EUROPE",1482904671,-141060799,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
45,"Mark Vincent HurdCEO & DirectorPhil, we've fallen into the trap that I didn't want to fall into, it's comparing pillars. And you can tellhow excited we are about ERP. But frankly, if you were in our marketing cloud business, you would bereally excited.",-1282169483,923168287,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
46,"those strategic imperatives faster than the marketplace, which we think is an important element as wetransform the business. At the -- on the profit side, the first quarter played out kind of the way we saidwe would get done what we would in February, which was we were going to get a tax benefit and that wewere going to accelerate the transformation. So we put all of that together, and while -- because we hadsome of the restructuring already in the run rate, if you will, we sort of -- we did better, if you will, thanwhat the original guidance implied.",-408535175,-390569279,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['Practice'],accept,,1,0,0,1,0,0,0,0,0
47,Or what's the cause of that lumpiness thatwe've seen in the last 2 or 3 quarters?Amy A. CampbellDirector of Investor RelationsCATERPILLAR INC. FQ4 2017 EARNINGS CALL |  ,608595445,-1716372369,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,[],reject,,0,0,0,0,0,0,0,0,0
48,"I gave you those, just a few of those examples. Those arecore, sort of, E-Business Suite, Black & Veatch was another one, engineering company, core, sort of, E-Business Suite customers as we see this acceleration of our user base move into the cloud. Got a couplePeopleSoft ERP migrations, Amica Mutual in the quarter, Depaul University.",-840232444,1005119269,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['Product'],accept,,1,0,0,0,0,0,1,0,0
49,"As far as therelationship with the UAE, so we acquired the stake, and our relationship with them is, I would say, quitestrong. And they are thinking about a new collaboration. And really, we are really keen to pursue such anopportunity.",274774507,855745995,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Agile', 'text': 'Agile'}, {'id': 'Stragety', 'text': 'Stragety'}, {'id': 'Skills', 'text': 'Skills'}, {'id': 'Innovation', 'text': 'Innovation'}, {'id': 'DSS', 'text': 'DSS'}, {'id': 'Structure', 'text': 'Structure'}, {'id': 'Enablers', 'text': 'Enablers'}]",,choice,['MnA'],accept,,1,0,0,0,0,1,0,0,0
